Year,Week,Team,Score,Opponent,Opponent_score,Score_margin,Outcome,Type,Top_scoring_week,Lowest_scoring_week
2019,9.0,Dylan,116.0,Nate,116.0,0.0,Tie,Regular,0,0
2019,9.0,Cody,113.0,Hayden,127.0,-14.0,Loss,Regular,0,0
2019,9.0,Matt,108.0,Gavin,168.0,-60.0,Loss,Regular,0,0
2019,9.0,Luca,89.0,Zachary,122.0,-33.0,Loss,Regular,0,0
2019,9.0,Evan,78.0,Alexander,128.0,-50.0,Loss,Regular,0,1
2019,10.0,Zachary,168.0,Nate,148.0,20.0,Win,Regular,1,0
2019,10.0,Nate,148.0,Zachary,168.0,-20.0,Loss,Regular,0,0
2019,10.0,Luca,140.0,Cody,133.0,7.0,Win,Regular,0,0
2019,10.0,Cody,133.0,Luca,140.0,-7.0,Loss,Regular,0,0
2019,10.0,Hayden,131.0,Matt,104.0,27.0,Win,Regular,0,0
2019,10.0,Dylan,119.0,Alexander,107.0,12.0,Win,Regular,0,0
2019,10.0,Gavin,107.0,Evan,79.0,28.0,Win,Regular,0,0
2019,10.0,Alexander,107.0,Dylan,119.0,-12.0,Loss,Regular,0,0
2019,10.0,Matt,104.0,Hayden,131.0,-27.0,Loss,Regular,0,0
2019,10.0,Evan,79.0,Gavin,107.0,-28.0,Loss,Regular,0,1
2019,11.0,Alexander,142.0,Zachary,115.0,27.0,Win,Regular,1,0
2019,11.0,Gavin,141.0,Dylan,98.0,43.0,Win,Regular,0,0
2019,11.0,Evan,127.0,Hayden,84.0,43.0,Win,Regular,0,0
2019,11.0,Zachary,115.0,Alexander,142.0,-27.0,Loss,Regular,0,0
2019,11.0,Matt,113.0,Luca,95.0,18.0,Win,Regular,0,0
2019,11.0,Dylan,98.0,Gavin,141.0,-43.0,Loss,Regular,0,0
2019,11.0,Luca,95.0,Matt,113.0,-18.0,Loss,Regular,0,0
2019,11.0,Hayden,84.0,Evan,127.0,-43.0,Loss,Regular,0,0
2019,11.0,Nate,82.0,Cody,77.0,5.0,Win,Regular,0,0
2019,11.0,Cody,77.0,Nate,82.0,-5.0,Loss,Regular,0,1
2019,12.0,Gavin,145.0,Zachary,102.0,43.0,Win,Regular,1,0
2019,12.0,Hayden,137.0,Dylan,122.0,15.0,Win,Regular,0,0
2019,12.0,Nate,124.0,Matt,76.0,48.0,Win,Regular,0,0
2019,12.0,Dylan,122.0,Hayden,137.0,-15.0,Loss,Regular,0,0
2019,12.0,Luca,121.0,Evan,77.0,44.0,Win,Regular,0,0
2019,12.0,Zachary,102.0,Gavin,145.0,-43.0,Loss,Regular,0,0
2019,12.0,Alexander,95.0,Cody,75.0,20.0,Win,Regular,0,0
2019,12.0,Evan,77.0,Luca,121.0,-44.0,Loss,Regular,0,0
2019,12.0,Matt,76.0,Nate,124.0,-48.0,Loss,Regular,0,0
2019,12.0,Cody,75.0,Alexander,95.0,-20.0,Loss,Regular,0,1
2019,13.0,Gavin,255.0,Nate,252.0,3.0,Win,Playoff,1,0
2019,13.0,Nate,252.0,Gavin,255.0,-3.0,Loss,Playoff,0,0
2019,13.0,Alexander,233.0,Dylan,176.0,57.0,Win,Playoff,0,0
2019,13.0,Dylan,176.0,Alexander,233.0,-57.0,Loss,Playoff,0,1
2019,14.0,Gavin,259.0,Alexander,254.0,5.0,Win,Playoff,1,0
2019,14.0,Alexander,254.0,Gavin,259.0,-5.0,Loss,Playoff,0,1
2020,1.0,Cody,207.2,Evan,126.8,80.39999999999999,Win,Regular,1,0
2020,1.0,Luca,193.1,Nate,113.0,80.1,Win,Regular,0,0
2020,1.0,Matt,157.9,Gavin,131.9,26.0,Win,Regular,0,0
2020,1.0,Dylan,151.4,Zachary,134.6,16.80000000000001,Win,Regular,0,0
2020,1.0,Hayden,142.8,Alexander,101.2,41.60000000000001,Win,Regular,0,0
2020,1.0,Zachary,134.6,Dylan,151.4,-16.80000000000001,Loss,Regular,0,0
2020,1.0,Gavin,131.9,Matt,157.9,-26.0,Loss,Regular,0,0
2020,1.0,Evan,126.8,Cody,207.2,-80.39999999999999,Loss,Regular,0,0
2020,1.0,Nate,113.0,Luca,193.1,-80.1,Loss,Regular,0,0
2020,1.0,Alexander,101.2,Hayden,142.8,-41.60000000000001,Loss,Regular,0,1
2020,2.0,Matt,183.7,Zachary,148.8,34.89999999999998,Win,Regular,1,0
2020,2.0,Dylan,177.0,Evan,130.4,46.599999999999994,Win,Regular,0,0
2020,2.0,Hayden,174.4,Cody,146.6,27.80000000000001,Win,Regular,0,0
2020,2.0,Luca,152.0,Gavin,134.9,17.099999999999994,Win,Regular,0,0
2020,2.0,Zachary,148.8,Matt,183.7,-34.89999999999998,Loss,Regular,0,0
2020,2.0,Cody,146.6,Hayden,174.4,-27.80000000000001,Loss,Regular,0,0
2020,2.0,Nate,135.8,Alexander,125.7,10.100000000000009,Win,Regular,0,0
2020,2.0,Gavin,134.9,Luca,152.0,-17.099999999999994,Loss,Regular,0,0
2020,2.0,Evan,130.4,Dylan,177.0,-46.599999999999994,Loss,Regular,0,0
2020,2.0,Alexander,125.7,Nate,135.8,-10.100000000000009,Loss,Regular,0,1
2020,3.0,Hayden,218.9,Nate,149.3,69.6,Win,Regular,1,0
2020,3.0,Alexander,183.1,Gavin,161.3,21.799999999999983,Win,Regular,0,0
2020,3.0,Gavin,161.3,Alexander,183.1,-21.799999999999983,Loss,Regular,0,0
2020,3.0,Nate,149.3,Hayden,218.9,-69.6,Loss,Regular,0,0
2020,3.0,Evan,147.7,Matt,104.3,43.39999999999999,Win,Regular,0,0
2020,3.0,Dylan,136.2,Cody,120.8,15.399999999999991,Win,Regular,0,0
2020,3.0,Cody,120.8,Dylan,136.2,-15.399999999999991,Loss,Regular,0,0
2020,3.0,Zachary,118.0,Luca,118.0,0.0,Tie,Regular,0,0
2020,3.0,Luca,118.0,Zachary,118.0,0.0,Tie,Regular,0,0
2020,3.0,Matt,104.3,Evan,147.7,-43.39999999999999,Loss,Regular,0,1
2020,4.0,Zachary,184.6,Evan,131.9,52.69999999999999,Win,Regular,1,0
2020,4.0,Dylan,180.8,Nate,145.2,35.60000000000002,Win,Regular,0,0
2020,4.0,Cody,158.1,Matt,140.7,17.400000000000006,Win,Regular,0,0
2020,4.0,Luca,147.8,Alexander,111.1,36.70000000000002,Win,Regular,0,0
2020,4.0,Nate,145.2,Dylan,180.8,-35.60000000000002,Loss,Regular,0,0
2020,4.0,Gavin,140.8,Hayden,120.6,20.200000000000017,Win,Regular,0,0
2020,4.0,Matt,140.7,Cody,158.1,-17.400000000000006,Loss,Regular,0,0
2020,4.0,Evan,131.9,Zachary,184.6,-52.69999999999999,Loss,Regular,0,0
2020,4.0,Hayden,120.6,Gavin,140.8,-20.200000000000017,Loss,Regular,0,0
2020,4.0,Alexander,111.1,Luca,147.8,-36.70000000000002,Loss,Regular,0,1
2020,5.0,Cody,166.2,Zachary,136.8,29.399999999999977,Win,Regular,1,0
2020,5.0,Luca,150.8,Hayden,123.9,26.900000000000006,Win,Regular,0,0
2020,5.0,Evan,143.3,Alexander,117.0,26.30000000000001,Win,Regular,0,0
2020,5.0,Matt,137.9,Dylan,99.5,38.400000000000006,Win,Regular,0,0
2020,5.0,Zachary,136.8,Cody,166.2,-29.399999999999977,Loss,Regular,0,0
2020,5.0,Gavin,134.2,Nate,113.8,20.39999999999999,Win,Regular,0,0
2020,5.0,Hayden,123.9,Luca,150.8,-26.900000000000006,Loss,Regular,0,0
2020,5.0,Alexander,117.0,Evan,143.3,-26.30000000000001,Loss,Regular,0,0
2020,5.0,Nate,113.8,Gavin,134.2,-20.39999999999999,Loss,Regular,0,0
2020,5.0,Dylan,99.5,Matt,137.9,-38.400000000000006,Loss,Regular,0,1
2020,6.0,Matt,165.2,Hayden,126.4,38.79999999999998,Win,Regular,1,0
2020,6.0,Luca,152.0,Cody,134.6,17.400000000000006,Win,Regular,0,0
2020,6.0,Zachary,139.1,Nate,74.4,64.69999999999999,Win,Regular,0,0
2020,6.0,Evan,135.8,Gavin,120.7,15.100000000000009,Win,Regular,0,0
2020,6.0,Cody,134.6,Luca,152.0,-17.400000000000006,Loss,Regular,0,0
2020,6.0,Hayden,126.4,Matt,165.2,-38.79999999999998,Loss,Regular,0,0
2020,6.0,Dylan,125.0,Alexander,98.1,26.900000000000006,Win,Regular,0,0
2020,6.0,Gavin,120.7,Evan,135.8,-15.100000000000009,Loss,Regular,0,0
2020,6.0,Alexander,98.1,Dylan,125.0,-26.900000000000006,Loss,Regular,0,0
2020,6.0,Nate,74.4,Zachary,139.1,-64.69999999999999,Loss,Regular,0,1
2020,7.0,Hayden,161.1,Evan,114.4,46.69999999999999,Win,Regular,1,0
2020,7.0,Dylan,160.9,Gavin,115.9,45.0,Win,Regular,0,0
2020,7.0,Matt,156.5,Luca,138.1,18.400000000000006,Win,Regular,0,0
2020,7.0,Nate,150.0,Cody,139.7,10.300000000000011,Win,Regular,0,0
2020,7.0,Zachary,143.3,Alexander,140.9,2.4000000000000057,Win,Regular,0,0
2020,7.0,Alexander,140.9,Zachary,143.3,-2.4000000000000057,Loss,Regular,0,0
2020,7.0,Cody,139.7,Nate,150.0,-10.300000000000011,Loss,Regular,0,0
2020,7.0,Luca,138.1,Matt,156.5,-18.400000000000006,Loss,Regular,0,0
2020,7.0,Gavin,115.9,Dylan,160.9,-45.0,Loss,Regular,0,0
2020,7.0,Evan,114.4,Hayden,161.1,-46.69999999999999,Loss,Regular,0,1
2020,8.0,Gavin,162.4,Zachary,128.1,34.30000000000001,Win,Regular,1,0
2020,8.0,Alexander,146.3,Cody,138.8,7.5,Win,Regular,0,0
2020,8.0,Evan,141.2,Luca,88.2,52.999999999999986,Win,Regular,0,0
2020,8.0,Cody,138.8,Alexander,146.3,-7.5,Loss,Regular,0,0
2020,8.0,Hayden,132.0,Dylan,89.0,43.0,Win,Regular,0,0
2020,8.0,Zachary,128.1,Gavin,162.4,-34.30000000000001,Loss,Regular,0,0
2020,8.0,Matt,122.8,Nate,82.2,40.599999999999994,Win,Regular,0,0
2020,8.0,Dylan,89.0,Hayden,132.0,-43.0,Loss,Regular,0,0
2020,8.0,Luca,88.2,Evan,141.2,-52.999999999999986,Loss,Regular,0,0
2020,8.0,Nate,82.2,Matt,122.8,-40.599999999999994,Loss,Regular,0,1
2020,9.0,Cody,195.8,Hayden,105.3,90.50000000000001,Win,Regular,1,0
2020,9.0,Zachary,181.3,Luca,105.8,75.50000000000001,Win,Regular,0,0
2020,9.0,Gavin,138.1,Matt,107.6,30.5,Win,Regular,0,0
2020,9.0,Alexander,125.8,Evan,106.4,19.39999999999999,Win,Regular,0,0
2020,9.0,Nate,120.3,Dylan,112.2,8.099999999999994,Win,Regular,0,0
2020,9.0,Dylan,112.2,Nate,120.3,-8.099999999999994,Loss,Regular,0,0
2020,9.0,Matt,107.6,Gavin,138.1,-30.5,Loss,Regular,0,0
2020,9.0,Evan,106.4,Alexander,125.8,-19.39999999999999,Loss,Regular,0,0
2020,9.0,Luca,105.8,Zachary,181.3,-75.50000000000001,Loss,Regular,0,0
2020,9.0,Hayden,105.3,Cody,195.8,-90.50000000000001,Loss,Regular,0,1
2020,10.0,Hayden,162.2,Matt,133.7,28.5,Win,Regular,1,0
2020,10.0,Dylan,160.0,Alexander,129.5,30.5,Win,Regular,0,0
2020,10.0,Nate,136.6,Zachary,128.3,8.299999999999983,Win,Regular,0,0
2020,10.0,Matt,133.7,Hayden,162.2,-28.5,Loss,Regular,0,0
2020,10.0,Luca,129.6,Cody,107.8,21.799999999999997,Win,Regular,0,0
2020,10.0,Alexander,129.5,Dylan,160.0,-30.5,Loss,Regular,0,0
2020,10.0,Zachary,128.3,Nate,136.6,-8.299999999999983,Loss,Regular,0,0
2020,10.0,Evan,108.0,Gavin,81.6,26.400000000000006,Win,Regular,0,0
2020,10.0,Cody,107.8,Luca,129.6,-21.799999999999997,Loss,Regular,0,0
2020,10.0,Gavin,81.6,Evan,108.0,-26.400000000000006,Loss,Regular,0,1
2020,11.0,Zachary,167.8,Alexander,115.9,51.900000000000006,Win,Regular,1,0
2020,11.0,Hayden,156.7,Evan,154.8,1.8999999999999773,Win,Regular,0,0
2020,11.0,Evan,154.8,Hayden,156.7,-1.8999999999999773,Loss,Regular,0,0
2020,11.0,Cody,140.3,Nate,110.0,30.30000000000001,Win,Regular,0,0
2020,11.0,Luca,136.1,Matt,128.3,7.799999999999983,Win,Regular,0,0
2020,11.0,Dylan,129.9,Gavin,129.5,0.4000000000000057,Win,Regular,0,0
2020,11.0,Gavin,129.5,Dylan,129.9,-0.4000000000000057,Loss,Regular,0,0
2020,11.0,Matt,128.3,Luca,136.1,-7.799999999999983,Loss,Regular,0,0
2020,11.0,Alexander,115.9,Zachary,167.8,-51.900000000000006,Loss,Regular,0,0
2020,11.0,Nate,110.0,Cody,140.3,-30.30000000000001,Loss,Regular,0,1
2020,12.0,Dylan,185.6,Hayden,87.1,98.5,Win,Regular,1,0
2020,12.0,Nate,173.0,Matt,114.5,58.5,Win,Regular,0,0
2020,12.0,Evan,172.2,Luca,102.0,70.19999999999999,Win,Regular,0,0
2020,12.0,Alexander,164.0,Cody,159.9,4.099999999999994,Win,Regular,0,0
2020,12.0,Cody,159.9,Alexander,164.0,-4.099999999999994,Loss,Regular,0,0
2020,12.0,Gavin,145.6,Zachary,138.9,6.699999999999989,Win,Regular,0,0
2020,12.0,Zachary,138.9,Gavin,145.6,-6.699999999999989,Loss,Regular,0,0
2020,12.0,Matt,114.5,Nate,173.0,-58.5,Loss,Regular,0,0
2020,12.0,Luca,102.0,Evan,172.2,-70.19999999999999,Loss,Regular,0,0
2020,12.0,Hayden,87.1,Dylan,185.6,-98.5,Loss,Regular,0,1
2020,13.0,Dylan,159.0,Hayden,106.1,52.900000000000006,Win,Regular,1,0
2020,13.0,Matt,156.3,Evan,96.5,59.80000000000001,Win,Regular,0,0
2020,13.0,Cody,155.5,Zachary,134.7,20.80000000000001,Win,Regular,0,0
2020,13.0,Alexander,146.5,Gavin,145.5,1.0,Win,Regular,0,0
2020,13.0,Gavin,145.5,Alexander,146.5,-1.0,Loss,Regular,0,0
2020,13.0,Zachary,134.7,Cody,155.5,-20.80000000000001,Loss,Regular,0,0
2020,13.0,Luca,134.3,Nate,132.9,1.4000000000000057,Win,Regular,0,0
2020,13.0,Nate,132.9,Luca,134.3,-1.4000000000000057,Loss,Regular,0,0
2020,13.0,Hayden,106.1,Dylan,159.0,-52.900000000000006,Loss,Regular,0,0
2020,13.0,Evan,96.5,Matt,156.3,-59.80000000000001,Loss,Regular,0,1
2020,14.0,Matt,155.9,Cody,153.1,2.8000000000000114,Win,Playoff,1,0
2020,14.0,Cody,153.1,Matt,155.9,-2.8000000000000114,Loss,Playoff,0,0
2020,14.0,Hayden,145.0,Evan,139.2,5.800000000000011,Win,Playoff,0,0
2020,14.0,Evan,139.2,Hayden,145.0,-5.800000000000011,Loss,Playoff,0,1
2020,15.0,Matt,181.0,Dylan,115.5,65.5,Win,Playoff,1,0
2020,15.0,Luca,132.1,Hayden,114.3,17.799999999999997,Win,Playoff,0,0
2020,15.0,Dylan,115.5,Matt,181.0,-65.5,Loss,Playoff,0,0
2020,15.0,Hayden,114.3,Luca,132.1,-17.799999999999997,Loss,Playoff,0,1
2020,16.0,Matt,189.2,Luca,156.8,32.39999999999998,Win,Playoff,1,0
2020,16.0,Luca,156.8,Matt,189.2,-32.39999999999998,Loss,Playoff,0,1
2021,1.0,Cody,153.8,Alexander,139.1,14.700000000000017,Win,Regular,1,0
2021,1.0,Zachary,144.3,Gavin,132.0,12.300000000000011,Win,Regular,0,0
2021,1.0,Matt,143.7,Hayden,134.3,9.399999999999977,Win,Regular,0,0
2021,1.0,Alexander,139.1,Cody,153.8,-14.700000000000017,Loss,Regular,0,0
2021,1.0,Dylan,137.7,Evan,137.4,0.29999999999998295,Win,Regular,0,0
2021,1.0,Evan,137.4,Dylan,137.7,-0.29999999999998295,Loss,Regular,0,0
2021,1.0,Hayden,134.3,Matt,143.7,-9.399999999999977,Loss,Regular,0,0
2021,1.0,Gavin,132.0,Zachary,144.3,-12.300000000000011,Loss,Regular,0,0
2021,1.0,Nate,131.5,Luca,96.9,34.599999999999994,Win,Regular,0,0
2021,1.0,Luca,96.9,Nate,131.5,-34.599999999999994,Loss,Regular,0,1
2021,2.0,Gavin,198.4,Luca,112.0,86.4,Win,Regular,1,0
2021,2.0,Hayden,156.3,Evan,108.7,47.60000000000001,Win,Regular,0,0
2021,2.0,Alexander,148.0,Matt,117.6,30.400000000000006,Win,Regular,0,0
2021,2.0,Dylan,146.0,Nate,104.0,42.0,Win,Regular,0,0
2021,2.0,Cody,144.6,Zachary,127.8,16.799999999999997,Win,Regular,0,0
2021,2.0,Zachary,127.8,Cody,144.6,-16.799999999999997,Loss,Regular,0,0
2021,2.0,Matt,117.6,Alexander,148.0,-30.400000000000006,Loss,Regular,0,0
2021,2.0,Luca,112.0,Gavin,198.4,-86.4,Loss,Regular,0,0
2021,2.0,Evan,108.7,Hayden,156.3,-47.60000000000001,Loss,Regular,0,0
2021,2.0,Nate,104.0,Dylan,146.0,-42.0,Loss,Regular,0,1
2021,3.0,Cody,159.6,Luca,159.5,0.09999999999999432,Win,Regular,1,0
2021,3.0,Luca,159.5,Cody,159.6,-0.09999999999999432,Loss,Regular,0,0
2021,3.0,Gavin,158.2,Nate,107.6,50.599999999999994,Win,Regular,0,0
2021,3.0,Evan,147.4,Alexander,104.5,42.900000000000006,Win,Regular,0,0
2021,3.0,Matt,128.8,Zachary,100.8,28.000000000000014,Win,Regular,0,0
2021,3.0,Hayden,122.6,Dylan,106.6,16.0,Win,Regular,0,0
2021,3.0,Nate,107.6,Gavin,158.2,-50.599999999999994,Loss,Regular,0,0
2021,3.0,Dylan,106.6,Hayden,122.6,-16.0,Loss,Regular,0,0
2021,3.0,Alexander,104.5,Evan,147.4,-42.900000000000006,Loss,Regular,0,0
2021,3.0,Zachary,100.8,Matt,128.8,-28.000000000000014,Loss,Regular,0,1
2021,4.0,Evan,156.3,Matt,101.0,55.30000000000001,Win,Regular,1,0
2021,4.0,Zachary,152.8,Luca,104.9,47.900000000000006,Win,Regular,0,0
2021,4.0,Hayden,148.2,Gavin,141.7,6.5,Win,Regular,0,0
2021,4.0,Alexander,143.9,Dylan,94.9,49.0,Win,Regular,0,0
2021,4.0,Gavin,141.7,Hayden,148.2,-6.5,Loss,Regular,0,0
2021,4.0,Nate,114.1,Cody,104.2,9.899999999999991,Win,Regular,0,0
2021,4.0,Luca,104.9,Zachary,152.8,-47.900000000000006,Loss,Regular,0,0
2021,4.0,Cody,104.2,Nate,114.1,-9.899999999999991,Loss,Regular,0,0
2021,4.0,Matt,101.0,Evan,156.3,-55.30000000000001,Loss,Regular,0,0
2021,4.0,Dylan,94.9,Alexander,143.9,-49.0,Loss,Regular,0,1
2021,5.0,Cody,183.6,Gavin,161.3,22.299999999999983,Win,Regular,1,0
2021,5.0,Evan,183.0,Luca,152.7,30.30000000000001,Win,Regular,0,0
2021,5.0,Dylan,178.2,Matt,109.9,68.29999999999998,Win,Regular,0,0
2021,5.0,Gavin,161.3,Cody,183.6,-22.299999999999983,Loss,Regular,0,0
2021,5.0,Luca,152.7,Evan,183.0,-30.30000000000001,Loss,Regular,0,0
2021,5.0,Zachary,137.6,Nate,119.3,18.299999999999997,Win,Regular,0,0
2021,5.0,Nate,119.3,Zachary,137.6,-18.299999999999997,Loss,Regular,0,0
2021,5.0,Alexander,111.5,Hayden,102.0,9.5,Win,Regular,0,0
2021,5.0,Matt,109.9,Dylan,178.2,-68.29999999999998,Loss,Regular,0,0
2021,5.0,Hayden,102.0,Alexander,111.5,-9.5,Loss,Regular,0,1
2021,6.0,Zachary,177.1,Hayden,102.3,74.8,Win,Regular,1,0
2021,6.0,Cody,152.5,Dylan,129.0,23.5,Win,Regular,0,0
2021,6.0,Matt,152.2,Nate,120.9,31.299999999999983,Win,Regular,0,0
2021,6.0,Gavin,147.0,Evan,115.5,31.5,Win,Regular,0,0
2021,6.0,Alexander,136.3,Luca,113.5,22.80000000000001,Win,Regular,0,0
2021,6.0,Dylan,129.0,Cody,152.5,-23.5,Loss,Regular,0,0
2021,6.0,Nate,120.9,Matt,152.2,-31.299999999999983,Loss,Regular,0,0
2021,6.0,Evan,115.5,Gavin,147.0,-31.5,Loss,Regular,0,0
2021,6.0,Luca,113.5,Alexander,136.3,-22.80000000000001,Loss,Regular,0,0
2021,6.0,Hayden,102.3,Zachary,177.1,-74.8,Loss,Regular,0,1
2021,7.0,Gavin,170.9,Alexander,139.6,31.30000000000001,Win,Regular,1,0
2021,7.0,Luca,161.7,Dylan,106.6,55.099999999999994,Win,Regular,0,0
2021,7.0,Alexander,139.6,Gavin,170.9,-31.30000000000001,Loss,Regular,0,0
2021,7.0,Nate,133.7,Hayden,117.0,16.69999999999999,Win,Regular,0,0
2021,7.0,Evan,128.1,Zachary,126.6,1.5,Win,Regular,0,0
2021,7.0,Zachary,126.6,Evan,128.1,-1.5,Loss,Regular,0,0
2021,7.0,Cody,123.4,Matt,95.2,28.200000000000003,Win,Regular,0,0
2021,7.0,Hayden,117.0,Nate,133.7,-16.69999999999999,Loss,Regular,0,0
2021,7.0,Dylan,106.6,Luca,161.7,-55.099999999999994,Loss,Regular,0,0
2021,7.0,Matt,95.2,Cody,123.4,-28.200000000000003,Loss,Regular,0,1
2021,8.0,Nate,146.1,Evan,113.8,32.3,Win,Regular,1,0
2021,8.0,Cody,143.0,Hayden,104.4,38.599999999999994,Win,Regular,0,0
